Date,Close
2020-03-02,197.63999938964844
2020-03-03,193.3800048828125
2020-03-04,197.69000244140625
2020-03-05,194.0800018310547
2020-03-06,194.1999969482422
2020-03-09,188.66000366210938
2020-03-10,187.97999572753906
2020-03-11,180.5800018310547
2020-03-12,166.47999572753906
2020-03-13,179.6199951171875
2020-03-16,161.1699981689453
2020-03-17,169.5
2020-03-18,164.72000122070312
2020-03-19,166.4199981689453
2020-03-20,167.25999450683594
2020-03-23,170.33999633789062
2020-03-24,169.8800048828125
2020-03-25,172.49000549316406
2020-03-26,186.32000732421875
2020-03-27,184.38999938964844
2020-03-30,190.7899932861328
2020-03-31,189.6199951171875
2020-04-01,185.42999267578125
2020-04-02,190.82000732421875
2020-04-03,186.38999938964844
2020-04-06,194.5500030517578
2020-04-07,193.61000061035156
2020-04-08,199.0
2020-04-09,192.69000244140625
2020-04-13,190.8800048828125
2020-04-14,199.27999877929688
2020-04-15,201.49000549316406
2020-04-16,211.97999572753906
2020-04-17,213.82000732421875
2020-04-20,207.7899932861328
2020-04-21,200.3699951171875
2020-04-22,207.85000610351562
2020-04-23,209.72999572753906
2020-04-24,201.85000610351562
2020-04-27,208.8699951171875
2020-04-28,204.75
2020-04-29,211.17999267578125
2020-04-30,225.0
2020-05-01,227.5399932861328
2020-05-04,236.6300048828125
2020-05-05,246.05999755859375
2020-05-06,261.6300048828125
2020-05-07,263.5
2020-05-08,270.5
2020-05-11,279.55999755859375
2020-05-12,272.9200134277344
2020-05-13,261.8299865722656
2020-05-14,262.04998779296875
2020-05-15,267.30999755859375
2020-05-18,266.7900085449219
2020-05-19,260.04998779296875
2020-05-20,269.760009765625
2020-05-21,266.75
2020-05-22,266.3999938964844
2020-05-26,260.6499938964844
2020-05-27,257.2699890136719
2020-05-28,258.3999938964844
2020-05-29,264.79998779296875
2020-06-01,262.05999755859375
2020-06-02,263.8399963378906
2020-06-03,259.42999267578125
2020-06-04,252.5500030517578
2020-06-05,256.5799865722656
2020-06-08,255.0
2020-06-09,252.50999450683594
2020-06-10,262.0
2020-06-11,242.02999877929688
2020-06-12,245.72999572753906
2020-06-15,254.36000061035156
2020-06-16,250.8699951171875
2020-06-17,255.3800048828125
2020-06-18,253.89999389648438
2020-06-19,257.7099914550781
2020-06-22,262.2300109863281
2020-06-23,261.8599853515625
2020-06-24,252.50999450683594
2020-06-25,258.2699890136719
2020-06-26,256.45001220703125
2020-06-29,253.80999755859375
2020-06-30,264.07000732421875
2020-07-01,266.010009765625
2020-07-02,269.17999267578125
2020-07-06,269.8500061035156
2020-07-07,266.75
2020-07-08,274.010009765625
2020-07-09,277.3699951171875
2020-07-10,272.3999938964844
2020-07-13,263.1300048828125
2020-07-14,266.6700134277344
2020-07-15,274.29998779296875
2020-07-16,272.6700134277344
2020-07-17,279.760009765625
2020-07-20,282.9599914550781
2020-07-21,276.9599914550781
2020-07-22,275.92999267578125
2020-07-23,273.4200134277344
2020-07-24,270.07000732421875
2020-07-27,276.79998779296875
2020-07-28,270.67999267578125
2020-07-29,274.3500061035156
2020-07-30,276.8699951171875
2020-07-31,275.1600036621094
2020-08-03,278.8699951171875
2020-08-04,276.8900146484375
2020-08-05,267.8699951171875
2020-08-06,266.54998779296875
2020-08-07,265.760009765625
2020-08-10,257.8999938964844
2020-08-11,261.82000732421875
2020-08-12,263.4200134277344
2020-08-13,266.2900085449219
2020-08-14,261.0299987792969
2020-08-17,262.7099914550781
2020-08-18,262.42999267578125
2020-08-19,260.04998779296875
2020-08-20,258.44000244140625
2020-08-21,257.82000732421875
2020-08-24,250.3300018310547
2020-08-25,250.9199981689453
2020-08-26,252.77000427246094
2020-08-27,253.0399932861328
2020-08-28,253.0399932861328
2020-08-31,255.4600067138672
2020-09-01,257.44000244140625
2020-09-02,261.57000732421875
2020-09-03,250.66000366210938
2020-09-04,246.22000122070312
2020-09-08,245.5399932861328
2020-09-09,250.02999877929688
2020-09-10,246.32000732421875
2020-09-11,243.75
2020-09-14,247.33999633789062
2020-09-15,245.61000061035156
2020-09-16,244.60000610351562
2020-09-17,245.22999572753906
2020-09-18,243.89999389648438
2020-09-21,237.6999969482422
2020-09-22,243.24000549316406
2020-09-23,242.99000549316406
2020-09-24,232.22000122070312
2020-09-25,241.74000549316406
2020-09-28,243.74000549316406
2020-09-29,246.75999450683594
2020-09-30,247.72999572753906
2020-10-01,248.7100067138672
2020-10-02,246.89999389648438
2020-10-05,252.1699981689453
2020-10-06,256.19000244140625
2020-10-07,263.94000244140625
2020-10-08,261.8999938964844
2020-10-09,265.0799865722656
2020-10-12,268.5400085449219
2020-10-13,269.5799865722656
2020-10-14,268.8699951171875
2020-10-15,265.55999755859375
2020-10-16,265.6700134277344
2020-10-19,264.5799865722656
2020-10-20,264.489990234375
2020-10-21,261.79998779296875
2020-10-22,269.6600036621094
2020-10-23,268.4599914550781
2020-10-26,264.54998779296875
2020-10-27,266.20001220703125
2020-10-28,257.6499938964844
2020-10-29,255.69000244140625
2020-10-30,252.41000366210938
2020-11-02,260.0
2020-11-03,266.3399963378906
2020-11-04,267.1600036621094
2020-11-05,304.6000061035156
2020-11-06,302.4700012207031
2020-11-09,304.20001220703125
2020-11-10,300.2799987792969
2020-11-11,306.45001220703125
2020-11-12,303.5299987792969
2020-11-13,302.8500061035156
2020-11-16,302.8599853515625
2020-11-17,307.7300109863281
2020-11-18,300.95001220703125
2020-11-19,302.260009765625
2020-11-20,304.8999938964844
2020-11-23,303.739990234375
2020-11-24,302.82000732421875
2020-11-25,301.75
2020-11-27,297.6499938964844
2020-11-30,303.30999755859375
2020-12-01,304.94000244140625
2020-12-02,298.3299865722656
2020-12-03,298.95001220703125
2020-12-04,306.5799865722656
2020-12-07,307.92999267578125
2020-12-08,308.8500061035156
2020-12-09,301.6400146484375
2020-12-10,305.20001220703125
