Date,Close
2020-03-02,107.61000061035156
2020-03-03,106.43000030517578
2020-03-04,110.54000091552734
2020-03-05,108.19000244140625
2020-03-06,105.7699966430664
2020-03-09,94.98999786376953
2020-03-10,98.91000366210938
2020-03-11,90.66999816894531
2020-03-12,79.66999816894531
2020-03-13,83.66999816894531
2020-03-16,71.5999984741211
2020-03-17,73.51000213623047
2020-03-18,73.58999633789062
2020-03-19,70.5199966430664
2020-03-20,66.61000061035156
2020-03-23,65.4000015258789
2020-03-24,69.47000122070312
2020-03-25,70.5999984741211
2020-03-26,74.31999969482422
2020-03-27,67.98999786376953
2020-03-30,71.26000213623047
2020-03-31,66.83000183105469
2020-04-01,65.69000244140625
2020-04-02,65.97000122070312
2020-04-03,61.0
2020-04-06,68.5999984741211
2020-04-07,73.79000091552734
2020-04-08,76.16000366210938
2020-04-09,80.41000366210938
2020-04-13,75.97000122070312
2020-04-14,76.5
2020-04-15,69.58000183105469
2020-04-16,68.5199966430664
2020-04-17,72.68000030517578
2020-04-20,69.58000183105469
2020-04-21,68.31999969482422
2020-04-22,67.02999877929688
2020-04-23,68.94999694824219
2020-04-24,68.30000305175781
2020-04-27,74.81999969482422
2020-04-28,78.44999694824219
2020-04-29,80.97000122070312
2020-04-30,73.77999877929688
2020-05-01,73.08999633789062
2020-05-04,71.87000274658203
2020-05-05,72.31999969482422
2020-05-06,71.12999725341797
2020-05-07,70.2300033569336
2020-05-08,72.08000183105469
2020-05-11,69.41000366210938
2020-05-12,65.52999877929688
2020-05-13,64.69000244140625
2020-05-14,65.87000274658203
2020-05-15,65.37999725341797
2020-05-18,69.93000030517578
2020-05-19,69.26000213623047
2020-05-20,71.4000015258789
2020-05-21,74.56999969482422
2020-05-22,72.83999633789062
2020-05-26,81.37000274658203
2020-05-27,80.87999725341797
2020-05-28,79.9800033569336
2020-05-29,75.51000213623047
2020-06-01,76.70999908447266
2020-06-02,78.38999938964844
2020-06-03,84.68000030517578
2020-06-04,84.91999816894531
2020-06-05,89.56999969482422
2020-06-08,90.26000213623047
2020-06-09,85.4800033569336
2020-06-10,80.69000244140625
2020-06-11,74.02999877929688
2020-06-12,74.7699966430664
2020-06-15,73.73999786376953
2020-06-16,76.41999816894531
2020-06-17,74.4800033569336
2020-06-18,73.94000244140625
2020-06-19,71.38999938964844
2020-06-22,73.33999633789062
2020-06-23,73.45999908447266
2020-06-24,70.6500015258789
2020-06-25,70.31999969482422
2020-06-26,67.69999694824219
2020-06-29,72.56999969482422
2020-06-30,72.5199966430664
2020-07-01,70.66999816894531
2020-07-02,70.75
2020-07-06,71.38999938964844
2020-07-07,68.9000015258789
2020-07-08,69.55000305175781
2020-07-09,67.47000122070312
2020-07-10,68.9800033569336
2020-07-13,69.68000030517578
2020-07-14,69.95999908447266
2020-07-15,74.19000244140625
2020-07-16,74.5999984741211
2020-07-17,73.30999755859375
2020-07-20,71.30000305175781
2020-07-21,71.55999755859375
2020-07-22,71.36000061035156
2020-07-23,71.6500015258789
2020-07-24,71.44999694824219
2020-07-27,71.61000061035156
2020-07-28,71.4000015258789
2020-07-29,72.7300033569336
2020-07-30,71.08000183105469
2020-07-31,71.30000305175781
2020-08-03,69.72000122070312
2020-08-04,66.68000030517578
2020-08-05,68.51000213623047
2020-08-06,64.88999938964844
2020-08-07,65.95999908447266
2020-08-10,68.68000030517578
2020-08-11,70.20999908447266
2020-08-12,69.80999755859375
2020-08-13,70.12999725341797
2020-08-14,70.66000366210938
2020-08-17,70.9000015258789
2020-08-18,68.5
2020-08-19,67.55000305175781
2020-08-20,67.2699966430664
2020-08-21,67.05000305175781
2020-08-24,70.25
2020-08-25,69.12000274658203
2020-08-26,67.6500015258789
2020-08-27,68.23999786376953
2020-08-28,71.19000244140625
2020-08-31,68.83000183105469
2020-09-01,69.16999816894531
2020-09-02,71.58999633789062
2020-09-03,74.1500015258789
2020-09-04,74.05000305175781
2020-09-08,75.05999755859375
2020-09-09,73.51000213623047
2020-09-10,75.51000213623047
2020-09-11,76.16000366210938
2020-09-14,80.58999633789062
2020-09-15,80.62000274658203
2020-09-16,81.2699966430664
2020-09-17,78.76000213623047
2020-09-18,75.83000183105469
2020-09-21,71.16999816894531
2020-09-22,75.04000091552734
2020-09-23,72.01000213623047
2020-09-24,71.66000366210938
2020-09-25,71.06999969482422
2020-09-28,70.44000244140625
2020-09-29,67.33999633789062
2020-09-30,67.97000122070312
2020-10-01,69.12000274658203
2020-10-02,69.93000030517578
2020-10-05,71.80000305175781
2020-10-06,69.27999877929688
2020-10-07,71.77999877929688
2020-10-08,74.33000183105469
2020-10-09,73.88999938964844
2020-10-12,73.63999938964844
2020-10-13,72.25
2020-10-14,72.97000122070312
2020-10-15,75.75
2020-10-16,74.79000091552734
2020-10-19,74.36000061035156
2020-10-20,73.51000213623047
2020-10-21,75.01000213623047
2020-10-22,77.11000061035156
2020-10-23,77.38999938964844
2020-10-26,76.80000305175781
2020-10-27,74.47000122070312
2020-10-28,74.30000305175781
2020-10-29,70.58000183105469
2020-10-30,66.8499984741211
2020-11-02,67.43000030517578
2020-11-03,69.12000274658203
2020-11-04,68.70999908447266
2020-11-05,69.93000030517578
2020-11-06,68.2300033569336
2020-11-09,81.73999786376953
2020-11-10,81.3499984741211
2020-11-11,76.20999908447266
2020-11-12,74.2699966430664
2020-11-13,77.61000061035156
2020-11-16,79.33999633789062
2020-11-17,84.0999984741211
2020-11-18,81.73999786376953
2020-11-19,80.58999633789062
2020-11-20,78.22000122070312
2020-11-23,83.33999633789062
2020-11-24,89.02999877929688
2020-11-25,88.02999877929688
2020-11-27,87.9800033569336
2020-11-30,85.75
2020-12-01,88.62000274658203
2020-12-02,88.91999816894531
2020-12-03,96.66000366210938
2020-12-04,96.20999908447266
2020-12-07,95.48999786376953
2020-12-08,97.1500015258789
2020-12-09,100.83000183105469
2020-12-10,103.8499984741211
2020-12-11,101.33999633789062
2020-12-14,98.9000015258789
2020-12-15,100.52999877929688
2020-12-16,99.5
2020-12-17,100.98999786376953
2020-12-18,101.20999908447266
2020-12-21,101.33000183105469
2020-12-22,98.83999633789062
