Open,High,Low,Close,Adj Close,Volume,date
399.4166666666667,402.46761794317337,394.69666689918154,397.1557152157738,397.1557152157738,2427966.6666666665,2021-09-30
373.92136313698506,376.9422718394886,369.10000055486506,373.35136274857956,371.5459830544212,2793586.3636363638,2021-06-30
335.8165230129076,340.40000318444294,330.9960884425951,335.5217391304348,332.77540389351225,3028852.1739130435,2021-03-31
245.61317998712713,248.6159071488814,243.40409018776634,246.3759099786932,243.40316980535334,2613454.5454545454,2020-12-31
199.9604761032831,202.5857151576451,196.87190391903832,199.42714146205358,195.9528081984747,3765433.3333333335,2020-09-30
205.56772752241656,208.7372720891779,201.92272810502485,205.31272818825462,200.52181868119672,3520713.6363636362,2020-06-30
167.06409176913175,173.85136344216087,161.3827271894975,167.8850000554865,162.9488719593395,6082190.909090909,2020-03-31
225.65142749604723,226.97809491838728,223.84571547735305,225.3623809814453,217.40702747163317,2212771.4285714286,2019-12-31
211.6865036010742,213.4284996032715,209.81500015258788,211.64250106811522,203.0267417907715,2299785.0,2019-09-30
193.02050018310547,195.0635009765625,191.6519989013672,193.54400024414062,184.50703659057618,2204485.0,2019-06-30
195.3161904471261,197.06000046502976,193.23571414039247,194.8742864699591,184.94165547688803,2999433.3333333335,2019-03-31
173.38105211759867,175.75210490979646,169.96631501850328,172.24789509020354,162.81102551912008,5252642.105263158,2018-12-31
232.71368408203125,233.9410528885691,230.50684396844161,231.7289484927529,218.14989511590255,2559778.947368421,2018-09-30
229.00523667108445,230.6661892845517,227.22190420968192,228.5519045875186,214.44884018670945,2890809.523809524,2018-06-30
261.69666689918154,264.32714117140995,257.9385717482794,260.798093523298,243.84295872279577,2968685.714285714,2018-03-31
254.85200119018555,256.5869995117188,252.34149932861328,254.2699996948242,237.07378997802735,2679625.0,2017-12-31
226.63899993896484,228.48900146484374,225.11100158691406,226.86749954223632,210.8618637084961,2778655.0,2017-09-30
220.52818020907316,222.6813631924716,218.8399991122159,220.56409107555044,204.30540535666725,3379427.272727273,2017-06-30
242.67478345788044,244.15956513778022,240.0617397142493,241.4743479853091,222.92379561714503,3926330.434782609,2017-03-31
