Open,High,Low,Close,Adj Close,Volume,date
112.00619070870536,113.11809467134022,110.83142816452752,111.67285628545852,110.79457709902809,658719.0476190476,2021-09-30
120.16045448996805,121.07045433738016,118.96590874411844,119.96954553777522,118.0165023803711,1122913.6363636365,2021-06-30
104.37087017556895,105.9782605378524,102.92434825067934,104.44086987039317,101.77234218431556,1126539.1304347827,2021-03-31
98.79954528808594,99.90590841119939,97.03590913252397,98.33318224820223,94.82438729026101,1146645.4545454546,2020-12-31
84.37619091215588,85.81380971272786,83.18333326067243,84.17333366757347,80.22146097819011,1392885.7142857143,2020-09-30
94.7740908536044,96.74090888283469,92.8359094099565,94.7681815407493,89.29467461325906,1843545.4545454546,2020-06-30
107.75363610007547,111.71227264404297,103.51363580877131,107.50363540649414,100.22101627696644,1598713.6363636365,2020-03-31
137.15952482677642,137.87476239885603,136.1509522937593,136.99523707798548,126.78765287853423,565614.2857142857,2019-12-31
130.60899925231934,131.44449996948242,129.214998626709,130.62749938964845,120.03219299316406,976675.0,2019-09-30
134.36949996948243,135.2434989929199,132.9860004425049,133.9735008239746,122.196284866333,738165.0,2019-06-30
132.86381094796317,133.81857154482887,132.02666655040923,132.91285778227308,120.35587201799665,821600.0,2019-03-31
122.12052556088096,123.08421044600637,119.59210566470497,121.05526291696648,108.70919478567023,845278.947368421,2018-12-31
126.58999955026727,127.4736846120734,125.5105269582648,126.25263133801911,112.48597998368113,730731.5789473684,2018-09-30
122.37047613234748,123.20476168677921,121.39333307175409,122.38857160295758,108.32266199021112,729833.3333333334,2018-06-30
122.83761887323288,124.04761868431454,121.60619099934895,123.01000031970796,108.15259515671502,706300.0,2018-03-31
127.22450065612793,128.0645004272461,126.37449951171875,127.32900009155273,111.25591773986817,910775.0,2017-12-31
121.4145004272461,122.35250053405761,120.65400009155273,121.53749961853028,105.54563980102539,586315.0,2017-09-30
124.29454526034269,125.16363594748758,123.41681775179777,124.41772738370028,107.41378263993697,624904.5454545454,2017-06-30
133.16260827105978,134.02521879776666,131.96260866911516,132.93217401919156,114.0998475447945,791560.8695652174,2017-03-31
