Open,High,Low,Close,Adj Close,Volume,date
43.67809549967448,44.25809551420666,43.079047611781526,43.584285736083984,43.584285736083984,1940419.0476190476,2021-09-30
41.99999982660467,42.549545461481266,41.468181956898086,41.918636148626156,41.918636148626156,2790845.4545454546,2021-06-30
35.700869684634,36.39000005307405,35.0895648624586,35.853912851084836,35.853912851084836,3915039.1304347827,2021-03-31
33.6390905380249,34.19090895219283,33.0504545731978,33.65545420213179,33.65545420213179,5027936.363636363,2020-12-31
31.967618669782365,32.346666881016326,31.189047404697963,31.639999843779066,31.639999843779066,2539466.6666666665,2020-09-30
34.292727730490945,35.05181815407493,33.49363613128662,34.335454594005235,34.335454594005235,3773695.4545454546,2020-06-30
23.907726981423117,24.982272841713645,22.54181818528609,23.715909004211426,23.715909004211426,4732731.818181818,2020-03-31
34.65190469650995,34.98904782249814,34.394761766706196,34.662381126767116,34.662381126767116,2226252.380952381,2019-12-31
35.1064998626709,35.62349967956543,34.643500328063965,35.096499824523924,35.096499824523924,2744675.0,2019-09-30
37.74300003051758,38.39900016784668,37.175500297546385,37.70449943542481,37.70449943542481,3008240.0,2019-06-30
32.01142865135556,32.39666702633812,31.48714283534459,31.92952383132208,31.92952383132208,2273828.5714285714,2019-03-31
29.347368340743216,29.742631611071136,28.33210513466283,28.848947123477334,28.848947123477334,3623494.736842105,2018-12-31
35.73157902767784,36.1989477057206,35.235789248817845,35.72473646465101,35.72473646465101,2745642.1052631577,2018-09-30
32.69380941845122,33.32809511820475,32.33285731361026,32.846190770467125,32.846190770467125,3630585.714285714,2018-06-30
39.949523744128996,40.39095270066034,39.26238087245396,39.67666680472238,39.67666680472238,2291533.3333333335,2018-03-31
49.34799976348877,49.82299995422363,48.74200000762939,49.11099987030029,49.11099987030029,2062665.0,2017-12-31
54.44200038909912,54.96200046539307,53.76399974822998,54.2704999923706,54.2704999923706,2174115.0,2017-09-30
64.55318190834738,65.13999990983443,63.76909151944247,64.44863631508566,64.44863631508566,1913854.5454545454,2017-06-30
62.540000252101734,63.00478263523268,62.00304363084876,62.55000023219896,62.55000023219896,5271282.608695652,2017-03-31
