Open,High,Low,Close,Adj Close,Volume,date
28.386666706630162,28.882380803426106,27.927618844168528,28.33571434020996,28.33571434020996,11072995.238095239,2021-09-30
33.97000000693581,34.539090936834164,33.36363645033403,33.91954517364502,33.76961768757213,12232704.545454545,2021-06-30
28.345652207084324,28.81739143703295,27.788695542708687,28.245652074399203,28.008606371672258,15470034.782608695,2021-03-31
22.219999833540484,22.6627271825617,21.858636249195445,22.29863626306707,22.008251797069203,11211027.272727273,2020-12-31
17.856666882832844,18.198095230829146,17.445714269365585,17.760952586219425,17.424262682596844,13403719.047619049,2020-09-30
19.68136353926225,20.17954548922452,19.095000093633477,19.63409085707231,19.12969936024059,17151018.181818184,2020-06-30
17.55454535917802,18.134090943769976,16.389090884815563,17.343636339361016,16.788334369659424,29321772.727272727,2020-03-31
38.43380955287388,38.974761962890625,38.115238189697266,38.613333565848215,36.8102536882673,9624857.142857144,2019-12-31
35.96949977874756,36.62250022888183,35.39450006484985,35.997000217437744,33.86507873535156,12274445.0,2019-09-30
36.911499977111816,37.410000038146975,36.50049953460693,36.98000030517578,34.23032112121582,10681990.0,2019-06-30
43.30047607421875,43.78380929856073,42.789048149472194,43.26904805501302,39.514187404087615,8667952.38095238,2019-03-31
39.70473701075504,40.29263185199938,38.86947370830335,39.365263286389805,35.51400134437963,18593863.157894738,2018-12-31
61.234210767244036,61.677894391511614,60.664736898321856,61.01105238261976,54.484112187435755,9008984.210526315,2018-09-30
67.66809590657552,68.16952441987537,67.01000031970796,67.52238101050968,59.77935754685175,7685609.523809524,2018-06-30
65.94952319917225,66.79380907331195,65.10952395484561,65.8538088117327,57.92089008149647,6885385.714285715,2018-03-31
64.58900089263916,65.49200019836425,64.15750007629394,64.79549980163574,56.546984100341795,9095485.0,2017-12-31
67.00700035095215,67.65850067138672,66.57850074768066,67.28500022888184,58.310123443603516,6537500.0,2017-09-30
67.67136348377575,68.19545537775213,67.01363615556197,67.57863582264294,58.10352932323109,7960054.545454546,2017-06-30
79.04000025210173,79.6113049051036,78.38608716881794,79.00260726265286,67.44120091977327,6599221.739130435,2017-03-31
