Open,High,Low,Close,Adj Close,Volume,date
291.35523914155505,293.3642854236421,287.75618925548736,290.41047741117933,289.30063883463544,1642819.0476190476,2021-09-30
266.7263613614169,268.59681562943894,264.80681748823685,267.1968203457919,265.2667513760653,1553581.8181818181,2021-06-30
218.25478197180706,221.6152171259341,216.0,219.0082609757133,215.83370706309444,2647334.782608696,2021-03-31
222.3290911587802,224.24590787020597,219.979999889027,222.12090995094994,217.95839205655184,2409127.272727273,2020-12-31
248.05571492513022,251.09285772414435,244.80761936732702,247.51714215959822,241.61746506463913,2198757.1428571427,2020-09-30
261.2763658003374,264.3131790161133,256.87363849986684,260.8350011652166,253.75805455988103,2275604.5454545454,2020-06-30
220.18181679465553,230.6245450106534,213.3186361139471,222.87318142977628,215.55953008478338,3515518.1818181816,2020-03-31
217.65523783365884,219.71999976748512,216.1376197451637,218.25619143531435,210.34271748860678,1533923.8095238095,2019-12-31
224.9379997253418,226.9389991760254,221.7340003967285,224.11900100708007,215.0136459350586,2089100.0,2019-09-30
211.77200012207032,213.16249923706056,209.74500045776367,211.22999954223633,202.0416572570801,1933825.0,2019-06-30
187.44761875697546,189.01237996419272,186.4671427408854,188.2990468343099,178.93600100562685,1839128.5714285714,2019-03-31
162.75368379291734,164.34158003957648,160.27894592285156,162.2926314504523,153.55242678993628,2406021.052631579,2018-12-31
147.1126315468236,147.86631533974096,146.30579095137747,146.98000054610404,138.22406969572367,1414505.2631578948,2018-09-30
140.0038096110026,141.15142894926527,138.98000008719308,140.32809448242188,131.51328313918341,2193966.6666666665,2018-06-30
142.62190391903832,144.4604746500651,141.43809654599144,142.8914293561663,132.8565644763765,2669114.285714286,2018-03-31
142.51699981689453,143.55749893188477,141.1390007019043,142.13099975585936,131.5917060852051,1994190.0,2017-12-31
142.43600006103514,143.12799835205078,140.89800033569335,141.8995002746582,130.6976490020752,2354280.0,2017-09-30
131.77454376220703,132.44954473322088,130.70818294178355,131.73454631458628,121.0088022405451,1747795.4545454546,2017-06-30
116.27086971117103,117.18739086648692,115.7773908532184,116.58260809856912,106.25995868185292,2243882.6086956523,2017-03-31
